category,brand,weight_kg,rating,warranty_years,power_usage_watts,feature_score,price
Electronics,BrandD,3.52,1.2,1,191,80.75,498.39
Apparel,BrandB,35.14,2.1,5,197,52.32,1073.96
Kitchen,BrandB,8.77,3.9,4,1330,66.47,1350.91
Electronics,BrandB,16.73,1.6,3,1381,13.1,726.4
Toys,BrandB,6.72,3.7,5,155,78.13,1082.8
Kitchen,BrandC,8.55,2.6,5,1021,6.71,898.79
Electronics,BrandE,13.3,3.9,5,600,97.83,1305.4
Toys,BrandD,21.56,3.1,1,1120,32.54,766.69
Electronics,BrandC,28.01,1.6,5,781,55.69,968.32
Furniture,BrandB,27.96,1.1,5,484,48.5,780.6
Furniture,BrandB,41.48,3.6,4,1179,2.53,828.76
Apparel,BrandA,42.47,4.9,3,509,28.65,956.31
Electronics,BrandD,4.64,2.9,4,1692,13.12,1114.65
Toys,BrandB,44.82,4.4,1,127,62.75,811.33
Electronics,BrandA,29.86,2.5,4,1993,91.62,1421.06
Electronics,BrandC,9.38,1.5,2,508,19.46,670.29
Furniture,BrandC,17.82,1.8,5,1126,41.23,956.5
Toys,BrandC,27.42,4.6,5,563,96.44,1555.22
Toys,BrandE,29.37,2.8,4,390,73.0,1094.72
Toys,BrandE,23.25,4.5,1,1599,88.87,1136.74
Electronics,BrandD,12.91,4.0,2,1951,53.03,1132.98
Apparel,BrandC,28.73,4.9,0,395,46.81,758.79
Kitchen,BrandC,20.3,1.8,2,147,7.27,595.63
Kitchen,BrandD,8.86,2.9,0,1476,64.54,752.66
Kitchen,BrandC,38.5,1.4,2,256,63.76,762.57
Furniture,BrandD,15.13,3.3,5,580,44.56,1090.15
Kitchen,BrandB,30.51,3.6,2,1271,79.01,1313.89
Kitchen,BrandD,10.68,3.0,0,1728,66.59,879.44
Electronics,BrandD,34.06,3.7,0,292,67.9,690.53
Toys,BrandD,36.18,2.5,2,553,78.03,889.63
Toys,BrandA,43.21,4.2,5,1917,49.09,1488.44
Electronics,BrandC,49.34,1.4,3,147,40.55,674.18
Apparel,BrandA,31.96,2.2,4,1205,6.3,801.46
Electronics,BrandA,6.51,4.3,1,476,39.89,767.33
Apparel,BrandA,18.39,4.9,5,1083,61.1,1309.75
Toys,BrandD,31.66,3.0,1,1839,68.37,1007.27
Furniture,BrandE,29.24,2.6,0,1164,5.64,410.01
Electronics,BrandB,23.27,4.2,4,1723,10.87,1021.46
Furniture,BrandD,37.9,3.4,5,42,91.91,1118.29
Electronics,BrandA,37.51,3.7,3,120,15.81,576.89
Kitchen,BrandE,46.37,5.0,1,780,84.21,1105.84
Toys,BrandC,47.18,2.0,5,1743,36.6,1483.66
Apparel,BrandB,43.99,1.8,4,563,25.81,928.2
Toys,BrandA,16.6,3.5,0,572,78.11,552.74
Toys,BrandA,7.54,2.3,5,1399,28.32,1073.22
Kitchen,BrandC,29.92,5.0,2,1061,60.84,940.11
Electronics,BrandD,11.46,2.0,0,213,45.36,443.65
Electronics,BrandC,2.89,1.1,5,44,97.52,1013.02
Apparel,BrandB,37.88,1.5,3,467,56.8,797.42
Kitchen,BrandA,41.67,2.0,5,1818,33.24,1258.26
Furniture,BrandB,35.94,3.1,4,1245,7.24,962.13
Apparel,BrandD,34.7,4.4,3,824,76.62,1293.02
Furniture,BrandC,7.39,1.0,4,1336,93.2,1264.43
Furniture,BrandA,41.66,1.6,3,184,51.22,792.96
Kitchen,BrandE,12.79,1.5,1,1065,16.38,355.66
Electronics,BrandC,16.46,2.2,4,167,78.7,976.83
Toys,BrandB,35.29,1.7,5,1928,31.79,1245.28
Furniture,BrandB,9.56,4.3,3,451,45.39,767.37
Toys,BrandE,34.11,4.9,5,46,42.2,1186.14
Electronics,BrandD,2.83,4.2,3,107,21.33,696.95
Toys,BrandE,34.95,1.8,1,1729,14.2,794.73
Furniture,BrandA,17.36,1.3,4,1832,14.38,1042.74
Kitchen,BrandA,26.43,4.1,2,47,22.67,631.85
Kitchen,BrandD,24.73,2.7,0,797,42.67,537.57
Apparel,BrandD,33.67,3.2,0,730,77.92,717.62
Furniture,BrandC,29.88,2.6,4,1867,51.2,1325.79
Apparel,BrandC,29.66,1.3,3,1857,96.31,1321.25
Toys,BrandC,47.67,3.3,5,1071,78.18,1443.57
Apparel,BrandD,30.54,4.1,5,660,49.18,1210.88
Electronics,BrandE,11.28,4.0,0,1894,77.64,1125.61
Electronics,BrandE,48.89,1.1,4,1507,43.2,1065.83
Kitchen,BrandC,16.88,2.9,0,185,18.74,287.9
Apparel,BrandB,0.56,1.2,1,718,61.69,631.99
Furniture,BrandD,11.85,2.4,5,1245,78.88,1333.26
Kitchen,BrandC,43.01,3.5,3,73,25.39,900.0
Toys,BrandA,2.48,4.0,4,1159,23.82,868.81
Toys,BrandC,15.46,4.4,1,1400,86.32,1140.6
Kitchen,BrandD,23.03,4.0,4,543,71.03,1078.9
Electronics,BrandB,45.27,2.9,4,1031,76.12,1079.4
Electronics,BrandB,35.43,1.1,4,1478,13.19,847.57
Toys,BrandD,8.24,3.6,3,1128,20.02,671.34
Electronics,BrandC,2.25,4.3,3,1361,97.68,1295.68
Toys,BrandC,32.0,1.5,1,405,37.94,563.6
Electronics,BrandD,7.88,4.0,5,119,67.69,910.6
Toys,BrandB,48.79,3.6,5,1882,38.56,1428.34
Toys,BrandC,16.11,1.0,0,1070,5.88,436.81
Toys,BrandE,34.2,2.7,4,1920,58.35,1439.07
Electronics,BrandE,8.58,3.1,0,1011,68.42,841.98
Furniture,BrandC,24.08,4.3,1,1640,18.64,778.77
Toys,BrandA,1.52,2.9,4,1696,8.7,880.95
Electronics,BrandB,33.62,4.5,4,912,53.37,1134.47
Furniture,BrandC,0.67,3.1,5,429,86.92,1081.04
Toys,BrandC,1.11,3.6,3,42,4.45,459.0
Furniture,BrandD,21.08,2.1,2,546,58.34,807.42
Apparel,BrandC,7.17,3.3,4,565,77.89,907.88
Toys,BrandA,10.68,1.3,3,614,88.72,961.26
Toys,BrandC,31.74,3.5,3,417,15.59,795.79
Electronics,BrandD,41.19,5.0,3,539,5.72,759.71
Apparel,BrandB,38.58,2.2,0,823,82.06,736.67
Electronics,BrandD,31.07,4.9,1,1856,97.05,1229.22
Kitchen,BrandA,22.29,1.8,3,1505,79.56,1154.05
Apparel,BrandB,6.07,2.3,1,1382,21.06,579.89
Toys,BrandD,21.54,2.1,5,1892,11.48,1104.81
Toys,BrandD,37.25,3.5,1,1309,30.74,789.9
Toys,BrandE,19.59,2.3,0,453,7.05,274.67
Apparel,BrandD,40.9,3.9,3,68,69.53,1033.59
Toys,BrandA,31.55,2.3,0,46,53.82,172.13
Kitchen,BrandE,26.16,5.0,0,53,75.04,595.86
Furniture,BrandB,25.36,3.0,4,76,94.18,1061.75
Apparel,BrandD,25.81,4.2,3,446,10.73,594.54
Furniture,BrandB,44.49,4.1,2,45,82.59,976.01
Electronics,BrandA,42.59,4.9,4,1641,40.45,1122.69
Electronics,BrandA,35.27,3.4,3,1674,87.3,1226.35
Apparel,BrandA,17.5,3.6,2,1098,7.17,691.05
Toys,BrandD,9.04,1.9,4,955,86.58,1144.75
Electronics,BrandB,15.96,3.6,5,679,8.49,1034.27
Electronics,BrandA,13.0,2.3,3,1419,15.52,714.1
Kitchen,BrandA,7.27,4.5,3,694,90.75,1253.69
Electronics,BrandD,10.81,3.9,1,838,11.66,479.09
Electronics,BrandC,47.02,2.8,2,970,0.3,602.17
Electronics,BrandB,25.12,3.6,2,977,43.09,923.9
Toys,BrandC,5.42,3.2,3,1714,67.75,1082.67
Electronics,BrandB,29.98,4.0,0,454,84.91,838.86
Apparel,BrandC,37.73,1.5,2,833,58.07,711.6
Toys,BrandA,27.4,1.5,2,1438,77.07,1030.94
Kitchen,BrandE,14.46,2.6,5,789,34.49,875.17
Electronics,BrandD,7.21,3.5,0,644,67.77,557.72
Toys,BrandC,6.59,4.1,4,1813,57.46,1303.16
Toys,BrandC,14.04,4.6,5,1424,58.05,1446.29
Electronics,BrandC,36.89,1.7,0,855,26.09,483.73
Kitchen,BrandC,24.45,1.3,5,1161,60.34,1087.54
Electronics,BrandD,46.32,4.3,5,593,33.4,1338.24
Electronics,BrandD,25.15,2.0,1,1637,31.64,767.73
Apparel,BrandD,33.89,4.9,0,1239,21.04,687.98
Toys,BrandD,10.76,1.2,4,828,14.17,769.01
Furniture,BrandB,33.57,3.9,0,1806,49.88,905.05
Kitchen,BrandE,20.03,1.6,1,399,31.9,473.31
Kitchen,BrandB,30.42,4.9,4,401,95.46,1328.33
Toys,BrandB,33.92,2.5,2,871,47.69,941.79
Furniture,BrandC,21.78,4.1,1,371,61.97,698.17
Furniture,BrandA,25.87,4.2,4,1102,92.16,1215.95
Furniture,BrandC,6.18,4.3,2,1402,93.08,1246.27
Toys,BrandD,23.74,3.6,0,513,58.46,600.02
Electronics,BrandB,2.29,2.9,5,1055,4.51,1070.52
Kitchen,BrandC,23.04,1.9,4,941,14.44,768.37
Furniture,BrandB,22.1,2.9,1,307,38.29,631.09
Electronics,BrandA,35.0,2.8,3,136,93.93,1056.12
Kitchen,BrandB,9.74,2.5,5,1405,23.67,1058.07
Kitchen,BrandC,33.73,2.4,2,593,48.37,689.91
Apparel,BrandA,27.18,2.6,2,812,54.42,887.93
Furniture,BrandC,49.83,2.7,4,1606,68.51,1302.26
Toys,BrandC,42.31,3.5,4,1044,6.1,1107.28
Electronics,BrandD,33.63,3.5,2,830,5.09,633.04
Furniture,BrandC,30.16,2.0,3,638,8.17,620.65
Toys,BrandA,46.95,3.1,4,219,3.39,832.02
Electronics,BrandE,35.63,3.8,4,215,21.17,847.5
Electronics,BrandD,12.54,4.0,5,91,3.99,846.2
Toys,BrandA,29.1,3.0,0,1368,89.32,1003.67
Toys,BrandD,19.01,4.5,5,1398,73.45,1747.67
Furniture,BrandE,12.22,2.3,0,1107,68.35,750.03
Kitchen,BrandE,12.18,1.4,4,783,31.66,876.4
Electronics,BrandE,18.81,3.4,1,527,49.0,572.47
Kitchen,BrandA,12.49,2.6,1,1383,45.9,738.9
Furniture,BrandD,21.31,3.3,2,631,33.3,679.4
Kitchen,BrandC,33.64,1.9,2,114,71.71,746.88
Furniture,BrandC,46.21,3.4,1,1843,40.77,992.86
Toys,BrandE,13.49,3.7,3,614,64.77,856.85
Apparel,BrandB,4.55,3.1,4,1737,11.46,860.25
Toys,BrandD,5.47,1.7,3,150,61.91,773.4
Furniture,BrandE,35.49,4.3,0,1007,56.48,995.54
Apparel,BrandA,5.48,1.7,2,250,55.99,608.48
Electronics,BrandB,2.64,2.6,4,1627,21.62,1006.7
Furniture,BrandE,33.3,2.6,3,1677,92.23,1208.95
Apparel,BrandE,22.92,1.5,5,482,61.16,1122.35
Kitchen,BrandD,11.28,2.4,1,1105,9.53,543.64
Apparel,BrandB,21.94,1.5,4,1503,20.81,1087.96
Electronics,BrandA,20.71,1.2,2,680,99.58,870.89
Toys,BrandD,44.09,4.3,0,669,99.5,760.77
Kitchen,BrandA,2.52,1.2,3,1329,29.95,794.02
Toys,BrandB,43.81,2.8,3,131,59.97,957.54
Electronics,BrandE,6.74,1.3,3,1690,47.05,808.52
Kitchen,BrandA,27.54,4.6,4,343,23.61,898.3
Electronics,BrandE,42.4,4.8,2,858,49.34,1193.34
Electronics,BrandB,3.8,3.7,0,768,19.57,319.4
Furniture,BrandC,7.71,2.8,0,160,54.09,406.95
Kitchen,BrandE,36.78,3.1,3,1459,57.02,1170.14
Furniture,BrandB,48.91,2.4,1,978,47.69,737.88
Electronics,BrandC,46.62,3.4,3,1000,73.02,1372.52
Furniture,BrandA,1.76,2.8,3,1651,51.61,908.12
Toys,BrandC,16.29,1.2,2,535,68.1,684.12
Apparel,BrandD,22.08,1.5,0,753,4.5,340.63
Furniture,BrandB,44.29,3.1,3,935,18.9,772.04
Toys,BrandE,7.27,3.3,3,341,4.63,410.3
Electronics,BrandA,12.54,3.0,0,378,99.63,859.64
Furniture,BrandC,8.8,4.0,4,127,48.26,1132.06
Furniture,BrandB,28.01,1.9,1,1821,39.85,974.09
Toys,BrandE,0.66,4.0,1,1110,80.15,1012.8
Electronics,BrandE,26.65,3.1,0,988,27.36,498.64
Toys,BrandB,0.23,1.2,2,576,91.67,799.34
Kitchen,BrandA,44.71,1.1,0,1122,81.96,833.6
Electronics,BrandC,48.51,4.9,5,1622,48.91,1542.71
Electronics,BrandC,3.18,1.7,0,388,72.78,630.79
Toys,BrandD,11.91,3.4,0,1174,45.69,494.72
Toys,BrandE,42.61,3.8,3,1657,27.17,1188.39
Apparel,BrandC,20.19,4.9,4,1417,52.12,1272.61
Toys,BrandC,39.18,3.5,0,1727,19.49,740.33
Kitchen,BrandD,38.63,3.9,4,1740,37.06,1151.19
Kitchen,BrandC,10.55,1.5,0,683,77.87,546.02
Toys,BrandD,39.12,1.4,2,890,8.72,532.46
Apparel,BrandC,30.61,4.3,4,652,47.17,970.12
Apparel,BrandA,27.66,4.3,4,1936,2.34,1279.65
Kitchen,BrandE,12.75,2.0,1,132,18.67,356.61
Electronics,BrandC,6.7,3.0,5,163,2.68,739.15
Furniture,BrandB,7.11,3.1,4,1124,2.71,781.91
Furniture,BrandD,46.42,2.4,5,1925,30.85,1350.32
Apparel,BrandE,40.03,2.5,4,1223,71.76,1201.33
Electronics,BrandA,16.69,3.1,4,1224,26.64,796.5
Kitchen,BrandA,8.37,2.6,2,1407,7.1,736.45
Apparel,BrandA,21.76,2.0,5,242,35.67,1042.09
Apparel,BrandA,35.54,3.9,1,1168,29.59,868.26
Furniture,BrandA,20.67,3.0,2,1997,65.76,1115.49
Furniture,BrandB,10.15,4.1,3,1285,15.7,837.54
Toys,BrandD,22.99,4.2,4,157,14.04,911.84
Kitchen,BrandD,13.93,4.3,1,1665,9.85,726.99
Electronics,BrandC,14.07,4.6,1,269,35.13,600.6
Kitchen,BrandA,2.49,4.4,2,830,25.49,510.24
Toys,BrandD,15.1,2.6,3,1606,96.05,1264.65
Kitchen,BrandE,49.32,4.4,0,93,26.19,387.84
Furniture,BrandE,44.87,4.1,3,1591,37.84,1041.23
Kitchen,BrandD,1.52,4.9,0,179,9.8,168.03
Electronics,BrandD,30.11,1.7,5,1282,40.27,1143.14
Apparel,BrandA,12.09,3.7,0,1363,48.27,895.01
Electronics,BrandA,35.42,4.0,0,1362,25.58,621.01
Electronics,BrandD,21.88,1.6,1,586,39.24,643.34
Furniture,BrandE,4.59,2.6,1,1268,60.8,826.17
Electronics,BrandE,19.33,2.0,5,483,24.7,1000.91
Toys,BrandA,17.48,2.5,1,1068,49.55,774.34
Toys,BrandB,9.08,2.4,1,4,86.19,701.04
Toys,BrandC,12.35,3.2,0,996,10.09,427.56
Kitchen,BrandA,27.67,2.9,0,29,8.11,131.1
Kitchen,BrandA,41.5,3.3,0,1429,31.33,738.19
Kitchen,BrandC,22.04,3.2,5,1957,31.45,1359.63
Kitchen,BrandE,30.11,1.6,2,291,17.07,534.2
Electronics,BrandC,35.52,4.9,5,944,76.6,1191.14
Kitchen,BrandC,17.73,3.5,5,984,72.72,1407.37
Furniture,BrandD,11.94,4.8,2,844,45.53,792.06
Furniture,BrandD,23.95,4.4,3,1985,7.98,988.49
Apparel,BrandD,43.73,2.2,0,290,90.54,597.82
Toys,BrandC,13.81,2.7,5,394,30.78,837.35
Electronics,BrandD,36.28,3.3,1,1300,14.73,710.65
Furniture,BrandB,26.49,3.1,0,460,66.8,701.5
Kitchen,BrandD,14.53,4.3,1,405,98.37,1061.49
Toys,BrandE,44.67,2.6,4,215,56.97,961.81
Apparel,BrandE,0.81,2.0,4,488,12.83,683.87
Furniture,BrandB,20.27,2.6,5,923,95.22,1242.99
Electronics,BrandC,43.72,1.6,5,134,6.23,670.13
Apparel,BrandD,38.92,4.5,3,816,23.7,1003.44
Toys,BrandD,30.06,1.5,5,145,18.61,714.31
Kitchen,BrandA,18.58,1.6,3,1681,16.67,809.88
Kitchen,BrandD,29.79,3.4,2,893,95.0,1168.59
Toys,BrandC,30.47,1.4,3,169,40.19,813.3
Furniture,BrandB,2.82,1.6,0,686,14.84,456.43
Kitchen,BrandE,24.28,1.9,0,929,71.19,762.61
Kitchen,BrandA,12.14,3.3,3,961,45.05,842.78
Furniture,BrandC,24.97,1.4,3,252,7.1,596.45
Toys,BrandD,39.0,1.7,0,529,28.06,481.83
Toys,BrandB,1.29,2.6,1,1515,40.21,695.85
Apparel,BrandA,2.45,3.3,4,1844,7.68,950.4
Kitchen,BrandA,32.35,2.5,5,22,14.08,777.26
Toys,BrandC,35.27,1.9,2,939,5.9,597.7
Furniture,BrandE,11.01,3.9,0,1273,30.94,558.48
Furniture,BrandE,0.29,3.6,5,1247,62.51,1239.6
Furniture,BrandA,41.41,2.4,4,418,79.23,1286.1
Kitchen,BrandA,7.25,4.8,3,1011,38.51,988.73
Electronics,BrandC,22.82,1.9,5,1535,24.58,1076.39
Toys,BrandC,44.96,1.5,3,1643,44.53,1137.12
Electronics,BrandA,1.05,2.0,2,1650,43.36,977.01
Electronics,BrandE,26.14,2.7,4,291,81.12,1124.85
Apparel,BrandB,15.62,1.1,4,1640,61.6,1108.77
Furniture,BrandE,41.89,3.5,5,1747,95.56,1607.51
Furniture,BrandB,25.63,4.5,2,1528,94.23,1441.89
Furniture,BrandB,10.0,3.4,1,873,4.07,473.45
Toys,BrandB,27.44,1.6,2,1543,3.3,754.28
Furniture,BrandC,46.36,1.3,4,959,66.23,1202.08
Furniture,BrandB,49.68,3.5,4,54,51.45,1000.12
Apparel,BrandC,19.47,4.4,1,1455,99.63,1205.53
Apparel,BrandE,49.17,4.8,4,1963,88.13,1474.8
Electronics,BrandD,42.95,1.8,4,1713,27.72,1017.44
Toys,BrandA,23.91,4.5,2,1303,52.28,940.63
Electronics,BrandE,3.79,2.3,1,1395,25.15,627.06
Toys,BrandD,6.88,4.4,1,850,22.89,623.24
Kitchen,BrandC,17.62,2.2,0,250,74.04,632.79
Apparel,BrandA,14.76,1.8,4,1114,25.98,778.06
Furniture,BrandA,0.86,2.0,5,1186,39.62,1038.4
Electronics,BrandC,31.8,2.2,5,1243,8.35,967.3
Furniture,BrandE,30.4,3.6,1,1920,40.9,1036.39
Apparel,BrandD,48.86,1.7,4,1333,72.31,1334.46
Electronics,BrandD,6.56,2.3,0,1560,48.6,608.61
Toys,BrandE,3.71,2.5,1,818,29.11,601.86
Toys,BrandC,47.69,1.1,0,1238,30.89,623.57
Furniture,BrandD,43.66,4.1,4,22,8.75,784.73
Toys,BrandE,35.2,1.2,0,1061,98.09,952.68
Furniture,BrandC,25.94,1.2,5,930,30.71,1119.53
Electronics,BrandC,11.05,4.2,1,1812,15.92,682.15
Furniture,BrandD,28.29,3.8,2,605,84.29,1113.81
Kitchen,BrandD,23.16,2.3,1,754,21.94,605.95
Electronics,BrandA,1.95,3.9,5,1938,68.42,1351.44
Furniture,BrandA,5.55,4.3,4,1586,7.98,862.34
Toys,BrandE,41.6,2.4,3,1437,91.48,1161.95
Furniture,BrandB,15.72,2.8,5,1493,29.75,1172.81
Toys,BrandB,1.13,3.6,4,906,95.09,1435.14
Kitchen,BrandB,23.87,2.6,5,1151,2.0,968.21
Kitchen,BrandA,32.99,1.7,0,955,51.59,530.29
Toys,BrandC,38.63,4.1,3,1179,70.92,1270.54
Electronics,BrandA,6.75,1.2,0,277,4.81,100.0
Toys,BrandC,26.42,4.3,1,747,15.56,682.98
Furniture,BrandA,30.51,4.3,4,1332,29.68,1259.34
Electronics,BrandE,28.77,3.3,4,5,41.02,782.78
Electronics,BrandA,26.38,2.8,5,470,43.96,996.8
Furniture,BrandE,13.33,4.3,2,1719,53.48,926.91
Electronics,BrandE,21.93,2.7,3,1199,6.97,718.34
Furniture,BrandB,26.93,1.8,5,1728,57.15,1208.64
Apparel,BrandC,44.75,3.8,4,1248,35.4,1267.11
Kitchen,BrandC,6.75,3.9,2,1206,26.61,726.76
Apparel,BrandB,28.86,3.3,1,652,10.89,584.85
Apparel,BrandE,4.54,1.9,2,1498,52.13,1035.85
Kitchen,BrandA,18.96,2.2,0,1580,63.46,749.0
Apparel,BrandC,43.21,3.1,1,242,35.35,679.98
Toys,BrandD,26.84,1.0,1,1787,85.7,869.86
Kitchen,BrandE,1.98,2.7,3,1195,87.95,1201.57
Apparel,BrandC,6.76,3.4,5,958,44.03,940.29
Kitchen,BrandA,6.29,4.6,5,484,95.21,1071.03
Kitchen,BrandC,28.15,3.7,3,1435,33.19,988.26
Kitchen,BrandB,15.16,2.6,5,867,5.23,839.14
Toys,BrandA,13.05,3.0,0,1312,50.7,803.18
Toys,BrandB,49.33,4.3,5,620,59.82,1279.07
Furniture,BrandA,20.11,3.9,3,1607,7.04,870.26
Furniture,BrandA,13.14,2.7,4,1949,40.06,1212.32
Toys,BrandA,25.26,4.6,2,1872,87.0,1284.75
Kitchen,BrandD,36.01,1.6,0,520,74.56,496.0
Electronics,BrandB,41.01,1.6,3,1783,26.01,1074.31
Furniture,BrandE,23.54,1.7,0,758,91.73,699.11
Furniture,BrandD,13.26,4.0,0,1636,47.56,707.3
Electronics,BrandD,2.88,4.8,5,1369,46.83,1347.5
Electronics,BrandC,9.66,4.3,2,748,84.21,1267.38
Furniture,BrandE,11.65,1.4,4,1264,12.78,842.82
Furniture,BrandE,34.75,1.9,1,221,51.99,688.15
Apparel,BrandC,8.64,2.7,2,293,18.77,547.7
Apparel,BrandE,47.92,1.4,2,1928,54.13,1096.49
Kitchen,BrandC,5.11,2.8,5,1591,60.87,1383.96
Furniture,BrandD,34.24,2.9,5,1409,9.65,982.19
Furniture,BrandC,12.56,3.5,1,898,69.07,789.95
Kitchen,BrandE,31.99,1.7,0,335,42.02,473.12
Kitchen,BrandA,47.45,3.2,0,314,72.74,616.79
Electronics,BrandD,44.73,2.6,2,252,69.9,875.34
Furniture,BrandB,46.99,1.1,3,666,28.93,831.55
Furniture,BrandA,12.54,4.0,3,1390,14.72,631.57
Electronics,BrandA,38.32,2.2,0,1737,7.95,646.03
Electronics,BrandC,43.88,4.5,2,1779,67.15,1309.88
Electronics,BrandB,18.73,1.5,5,581,89.55,1201.78
Kitchen,BrandB,23.44,1.0,0,659,9.58,509.35
Apparel,BrandB,32.34,3.8,4,1251,26.47,1202.77
Furniture,BrandD,22.02,3.5,4,1532,24.8,835.84
Apparel,BrandC,4.5,4.9,5,869,92.82,1415.33
Electronics,BrandB,32.87,2.6,1,902,37.87,678.38
Apparel,BrandE,0.89,2.0,4,1133,54.02,972.12
Toys,BrandE,25.82,1.5,0,1201,80.05,603.51
Toys,BrandA,1.74,3.1,2,739,79.01,920.75
Apparel,BrandD,32.46,4.4,3,1673,65.83,1258.56
Electronics,BrandA,4.13,1.6,5,1399,65.63,1156.01
Kitchen,BrandB,37.51,3.0,0,132,87.66,687.1
Toys,BrandE,49.39,1.1,2,620,35.61,638.38
Apparel,BrandE,38.02,3.8,1,1677,63.85,1129.94
Toys,BrandB,6.22,2.9,5,589,73.62,1124.67
Furniture,BrandB,12.7,3.0,5,510,83.09,1048.72
Kitchen,BrandB,40.69,3.6,5,675,80.67,1484.02
Electronics,BrandD,17.0,3.3,3,1701,30.66,982.76
Furniture,BrandE,2.98,4.4,2,255,11.49,516.23
Electronics,BrandA,0.89,1.5,2,1503,73.83,939.54
Furniture,BrandA,29.16,2.0,2,1369,12.28,684.49
Toys,BrandA,40.72,1.6,5,425,75.55,1050.07
Electronics,BrandE,17.89,4.5,3,1985,45.22,1106.25
Electronics,BrandC,0.89,2.1,1,315,5.78,387.29
Kitchen,BrandD,12.31,4.9,3,658,37.1,864.29
Furniture,BrandE,37.55,3.7,3,783,48.62,1059.47
Electronics,BrandD,11.16,1.8,4,243,4.32,632.84
Toys,BrandD,26.76,1.5,1,1185,55.47,805.7
Electronics,BrandE,29.25,1.0,5,529,37.83,1045.39
Furniture,BrandB,24.19,2.6,2,214,40.2,609.3
Electronics,BrandA,8.14,2.8,2,1155,85.99,982.82
Kitchen,BrandD,7.94,2.3,3,1503,17.42,900.51
Kitchen,BrandB,6.15,1.6,0,1762,53.17,779.34
Furniture,BrandC,24.77,1.1,2,1072,28.74,688.6
Kitchen,BrandC,21.38,2.6,4,1284,50.44,1048.56
Kitchen,BrandB,36.13,4.7,2,1697,38.04,1243.16
Toys,BrandC,37.38,4.3,2,1929,91.78,1383.21
Toys,BrandA,42.11,2.3,2,1194,47.19,798.47
Furniture,BrandD,28.84,4.0,1,585,46.3,930.83
Furniture,BrandA,27.6,3.1,5,347,6.83,967.72
Furniture,BrandB,25.82,4.1,1,76,0.46,437.32
Electronics,BrandA,43.19,1.6,5,529,8.22,920.84
Toys,BrandD,41.61,2.6,4,1230,9.02,1141.42
Toys,BrandD,42.02,3.5,3,856,76.53,1350.61
Toys,BrandD,1.98,4.5,5,1023,20.18,1079.11
Furniture,BrandA,31.29,3.0,5,928,92.57,1352.53
Furniture,BrandA,28.52,2.9,5,1682,70.39,1420.31
Kitchen,BrandC,42.58,1.1,2,689,98.69,1036.87
Kitchen,BrandA,3.64,4.4,3,437,16.68,708.36
Apparel,BrandC,45.73,4.8,1,1479,42.44,968.54
Toys,BrandD,48.29,3.4,5,939,37.84,1174.25
Kitchen,BrandE,25.55,4.6,1,62,80.52,799.34
Kitchen,BrandC,39.83,1.5,1,1732,45.08,684.52
Toys,BrandC,20.07,4.9,1,1419,80.44,1121.45
Electronics,BrandC,10.89,3.0,1,454,76.68,794.69
Furniture,BrandA,46.01,1.3,3,544,51.8,910.31
Electronics,BrandC,3.0,2.2,4,598,20.1,775.5
Electronics,BrandE,31.8,3.7,4,299,13.72,713.76
Apparel,BrandE,37.37,1.3,5,723,98.01,1253.33
Toys,BrandD,30.68,3.2,4,1529,75.67,1265.8
Electronics,BrandC,35.81,3.1,0,81,78.65,617.51
Electronics,BrandE,38.04,2.2,3,653,80.14,1160.21
Electronics,BrandC,8.52,4.8,0,366,48.48,698.01
Electronics,BrandE,25.98,2.1,0,1069,91.85,758.26
Apparel,BrandC,45.26,3.6,2,978,10.13,807.44
Apparel,BrandB,48.81,1.9,1,1198,81.85,905.43
Toys,BrandB,30.76,4.4,4,610,54.18,1100.97
Electronics,BrandD,41.98,3.4,5,809,36.93,901.55
Kitchen,BrandA,44.97,4.1,2,1979,49.88,1108.83
Electronics,BrandD,49.55,2.1,1,1001,36.75,746.38
Toys,BrandA,23.83,1.4,4,720,4.49,754.76
Kitchen,BrandC,29.09,1.1,3,1767,65.76,1153.89
Toys,BrandD,20.88,2.7,0,394,2.81,490.13
Toys,BrandB,3.3,3.4,4,1599,79.83,1239.63
Electronics,BrandD,12.31,3.1,1,1021,75.11,859.82
Furniture,BrandD,6.07,3.8,5,1793,56.87,1437.26
Furniture,BrandE,1.43,3.7,1,1890,94.07,1169.4
Electronics,BrandE,20.29,1.2,5,255,22.63,729.82
Apparel,BrandC,18.91,4.7,5,854,59.51,1258.75
Kitchen,BrandD,43.78,1.2,2,76,96.3,1130.66
Apparel,BrandB,47.34,1.8,4,152,83.45,1112.55
Kitchen,BrandE,2.43,3.2,2,507,83.08,967.72
Electronics,BrandC,36.35,1.3,2,911,94.57,988.18
Furniture,BrandD,34.44,1.9,0,820,28.43,395.96
Furniture,BrandC,33.95,2.0,4,386,38.86,839.73
Toys,BrandD,2.98,1.8,1,1344,39.29,748.08
Furniture,BrandA,28.4,2.1,5,1490,79.88,1146.07
Kitchen,BrandD,41.26,5.0,4,380,94.49,1221.05
Furniture,BrandA,35.53,1.4,2,1011,94.45,831.16
Furniture,BrandA,40.13,4.1,4,1796,58.79,1277.8
Furniture,BrandB,26.29,2.8,0,603,63.44,552.88
Apparel,BrandA,45.02,2.2,0,1784,23.5,548.82
Apparel,BrandA,42.57,4.2,3,825,48.47,995.95
Apparel,BrandB,18.84,3.0,3,1478,46.62,1217.84
